WindSpeed,WindDirection,WaveCondition,Tension,Vessel,Berth,MC,ML
20.0,NE,2,65,180k,Berth 04,MC2,Aft Spring
20.0,NE,3,71,180k,Berth 04,MC2,Aft Spring
20.0,NE,4,79,180k,Berth 04,MC2,Aft Spring
20.0,NE,5,110,180k,Berth 04,MC2,Aft Spring
20.0,NE,6,119,180k,Berth 04,MC2,Aft Spring
20.0,NE,7,140,180k,Berth 04,MC2,Aft Spring
9.0,E,8,82,180k,Berth 04,MC2,Aft Spring
9.0,E,9,115,180k,Berth 04,MC2,Aft Spring
9.0,E,10,143,180k,Berth 04,MC2,Aft Spring
30.0,N,,96,180k,Berth 04,MC2,Stern
30.0,NNE,,86,180k,Berth 04,MC2,Stern
30.0,NE,,92,180k,Berth 04,MC2,Stern
30.0,ENE,,110,180k,Berth 04,MC2,Stern
30.0,E,,134,180k,Berth 04,MC2,Stern
30.0,ESE,,194,180k,Berth 04,MC2,Stern
30.0,SE,,309,180k,Berth 04,MC2,Stern
30.0,SSE,,355,180k,Berth 04,MC2,Stern
30.0,S,,337,180k,Berth 04,MC2,Stern
30.0,SSW,,305,180k,Berth 04,MC2,Stern
30.0,SW,,256,180k,Berth 04,MC2,Stern
30.0,WSW,,131,180k,Berth 04,MC2,Stern
30.0,W,,140,180k,Berth 04,MC2,Stern
30.0,WNW,,129,180k,Berth 04,MC2,Stern
30.0,NW,,119,180k,Berth 04,MC2,Stern
30.0,NNW,,103,180k,Berth 04,MC2,Stern
20.0,N,,138,180k,Berth 04,MC2,Stern
20.0,NNE,,131,180k,Berth 04,MC2,Stern
20.0,NE,,115,180k,Berth 04,MC2,Stern
20.0,ENE,,124,180k,Berth 04,MC2,Stern
20.0,E,,128,180k,Berth 04,MC2,Stern
20.0,ESE,,146,180k,Berth 04,MC2,Stern
20.0,SE,,157,180k,Berth 04,MC2,Stern
20.0,SSE,,159,180k,Berth 04,MC2,Stern
20.0,S,,158,180k,Berth 04,MC2,Stern
20.0,SSW,,142,180k,Berth 04,MC2,Stern
20.0,SW,,134,180k,Berth 04,MC2,Stern
20.0,WSW,,131,180k,Berth 04,MC2,Stern
20.0,W,,133,180k,Berth 04,MC2,Stern
20.0,WNW,,120,180k,Berth 04,MC2,Stern
20.0,NW,,138,180k,Berth 04,MC2,Stern
20.0,NNW,,143,180k,Berth 04,MC2,Stern
20.0,NE,1,295,180k,Berth 04,MC2,Stern
20.0,NE,2,121,180k,Berth 04,MC2,Stern
20.0,NE,3,157,180k,Berth 04,MC2,Stern
20.0,NE,4,185,180k,Berth 04,MC2,Stern
20.0,NE,5,237,180k,Berth 04,MC2,Stern
20.0,NE,6,278,180k,Berth 04,MC2,Stern
20.0,NE,7,338,180k,Berth 04,MC2,Stern
9.0,E,8,163,180k,Berth 04,MC2,Stern
9.0,E,9,231,180k,Berth 04,MC2,Stern
9.0,E,10,280,180k,Berth 04,MC2,Stern
30.0,N,,314,180k,Berth 05,MC1,Bow
30.0,NNE,,264,180k,Berth 05,MC1,Bow
30.0,NE,,207,180k,Berth 05,MC1,Bow
30.0,ENE,,109,180k,Berth 05,MC1,Bow
30.0,E,,114,180k,Berth 05,MC1,Bow
30.0,ESE,,103,180k,Berth 05,MC1,Bow
30.0,SE,,95,180k,Berth 05,MC1,Bow
30.0,SSE,,85,180k,Berth 05,MC1,Bow
30.0,S,,86,180k,Berth 05,MC1,Bow
30.0,SSW,,90,180k,Berth 05,MC1,Bow
30.0,SW,,95,180k,Berth 05,MC1,Bow
30.0,WSW,,93,180k,Berth 05,MC1,Bow
30.0,W,,114,180k,Berth 05,MC1,Bow
30.0,WNW,,153,180k,Berth 05,MC1,Bow
30.0,NW,,271,180k,Berth 05,MC1,Bow
30.0,NNW,,317,180k,Berth 05,MC1,Bow
20.0,N,,154,180k,Berth 05,MC1,Bow
20.0,NNE,,132,180k,Berth 05,MC1,Bow
20.0,NE,,133,180k,Berth 05,MC1,Bow
20.0,ENE,,100,180k,Berth 05,MC1,Bow
20.0,E,,98,180k,Berth 05,MC1,Bow
20.0,ESE,,99,180k,Berth 05,MC1,Bow
20.0,SE,,99,180k,Berth 05,MC1,Bow
20.0,SSE,,101,180k,Berth 05,MC1,Bow
20.0,S,,94,180k,Berth 05,MC1,Bow
20.0,SSW,,99,180k,Berth 05,MC1,Bow
20.0,SW,,102,180k,Berth 05,MC1,Bow
20.0,WSW,,99,180k,Berth 05,MC1,Bow
20.0,W,,114,180k,Berth 05,MC1,Bow
20.0,WNW,,118,180k,Berth 05,MC1,Bow
20.0,NW,,133,180k,Berth 05,MC1,Bow
20.0,NNW,,172,180k,Berth 05,MC1,Bow
20.0,NE,1,168,180k,Berth 05,MC1,Bow
20.0,NE,2,140,180k,Berth 05,MC1,Bow
20.0,NE,3,202,180k,Berth 05,MC1,Bow
20.0,NE,4,343,180k,Berth 05,MC1,Bow
20.0,NE,5,169,180k,Berth 05,MC1,Bow
20.0,NE,6,272,180k,Berth 05,MC1,Bow
20.0,NE,7,392,180k,Berth 05,MC1,Bow
9.0,E,8,161,180k,Berth 05,MC1,Bow
9.0,E,9,215,180k,Berth 05,MC1,Bow
9.0,E,10,261,180k,Berth 05,MC1,Bow
30.0,N,,120,180k,Berth 05,MC1,Fwd Spring
30.0,NNE,,94,180k,Berth 05,MC1,Fwd Spring
30.0,NE,,99,180k,Berth 05,MC1,Fwd Spring
30.0,ENE,,77,180k,Berth 05,MC1,Fwd Spring
30.0,E,,79,180k,Berth 05,MC1,Fwd Spring
30.0,ESE,,90,180k,Berth 05,MC1,Fwd Spring
30.0,SE,,69,180k,Berth 05,MC1,Fwd Spring
30.0,SSE,,60,180k,Berth 05,MC1,Fwd Spring
30.0,S,,53,180k,Berth 05,MC1,Fwd Spring
30.0,SSW,,44,180k,Berth 05,MC1,Fwd Spring
30.0,SW,,47,180k,Berth 05,MC1,Fwd Spring
30.0,WSW,,41,180k,Berth 05,MC1,Fwd Spring
30.0,W,,58,180k,Berth 05,MC1,Fwd Spring
30.0,WNW,,77,180k,Berth 05,MC1,Fwd Spring
30.0,NW,,110,180k,Berth 05,MC1,Fwd Spring
30.0,NNW,,118,180k,Berth 05,MC1,Fwd Spring
20.0,N,,88,180k,Berth 05,MC1,Fwd Spring
20.0,NNE,,82,180k,Berth 05,MC1,Fwd Spring
20.0,NE,,89,180k,Berth 05,MC1,Fwd Spring
20.0,ENE,,82,180k,Berth 05,MC1,Fwd Spring
20.0,E,,69,180k,Berth 05,MC1,Fwd Spring
20.0,ESE,,72,180k,Berth 05,MC1,Fwd Spring
20.0,SE,,68,180k,Berth 05,MC1,Fwd Spring
20.0,SSE,,62,180k,Berth 05,MC1,Fwd Spring
20.0,S,,61,180k,Berth 05,MC1,Fwd Spring
20.0,SSW,,55,180k,Berth 05,MC1,Fwd Spring
20.0,SW,,53,180k,Berth 05,MC1,Fwd Spring
20.0,WSW,,61,180k,Berth 05,MC1,Fwd Spring
20.0,W,,63,180k,Berth 05,MC1,Fwd Spring
20.0,WNW,,69,180k,Berth 05,MC1,Fwd Spring
20.0,NW,,88,180k,Berth 05,MC1,Fwd Spring
20.0,NNW,,86,180k,Berth 05,MC1,Fwd Spring
20.0,NE,1,116,180k,Berth 05,MC1,Fwd Spring
20.0,NE,2,77,180k,Berth 05,MC1,Fwd Spring
20.0,NE,3,93,180k,Berth 05,MC1,Fwd Spring
20.0,NE,4,117,180k,Berth 05,MC1,Fwd Spring
20.0,NE,5,129,180k,Berth 05,MC1,Fwd Spring
20.0,NE,6,138,180k,Berth 05,MC1,Fwd Spring
20.0,NE,7,176,180k,Berth 05,MC1,Fwd Spring
9.0,E,8,90,180k,Berth 05,MC1,Fwd Spring
9.0,E,9,104,180k,Berth 05,MC1,Fwd Spring
9.0,E,10,112,180k,Berth 05,MC1,Fwd Spring
30.0,N,,173,180k,Berth 05,MC1,Aft Spring
30.0,NNE,,169,180k,Berth 05,MC1,Aft Spring
30.0,NE,,192,180k,Berth 05,MC1,Aft Spring
30.0,ENE,,120,180k,Berth 05,MC1,Aft Spring
30.0,E,,64,180k,Berth 05,MC1,Aft Spring
30.0,ESE,,47,180k,Berth 05,MC1,Aft Spring
30.0,SE,,44,180k,Berth 05,MC1,Aft Spring
30.0,SSE,,47,180k,Berth 05,MC1,Aft Spring
30.0,S,,54,180k,Berth 05,MC1,Aft Spring
30.0,SSW,,61,180k,Berth 05,MC1,Aft Spring
30.0,SW,,73,180k,Berth 05,MC1,Aft Spring
30.0,WSW,,86,180k,Berth 05,MC1,Aft Spring
30.0,W,,103,180k,Berth 05,MC1,Aft Spring
30.0,WNW,,112,180k,Berth 05,MC1,Aft Spring
30.0,NW,,103,180k,Berth 05,MC1,Aft Spring
30.0,NNW,,122,180k,Berth 05,MC1,Aft Spring
20.0,N,,114,180k,Berth 05,MC1,Aft Spring
20.0,NNE,,135,180k,Berth 05,MC1,Aft Spring
20.0,NE,,127,180k,Berth 05,MC1,Aft Spring
20.0,ENE,,86,180k,Berth 05,MC1,Aft Spring
20.0,E,,66,180k,Berth 05,MC1,Aft Spring
20.0,ESE,,60,180k,Berth 05,MC1,Aft Spring
20.0,SE,,57,180k,Berth 05,MC1,Aft Spring
20.0,SSE,,57,180k,Berth 05,MC1,Aft Spring
20.0,S,,61,180k,Berth 05,MC1,Aft Spring
20.0,SSW,,71,180k,Berth 05,MC1,Aft Spring
20.0,SW,,69,180k,Berth 05,MC1,Aft Spring
20.0,WSW,,79,180k,Berth 05,MC1,Aft Spring
20.0,W,,90,180k,Berth 05,MC1,Aft Spring
20.0,WNW,,90,180k,Berth 05,MC1,Aft Spring
20.0,NW,,97,180k,Berth 05,MC1,Aft Spring
20.0,NNW,,93,180k,Berth 05,MC1,Aft Spring
20.0,NE,1,157,180k,Berth 05,MC1,Aft Spring
20.0,NE,2,130,180k,Berth 05,MC1,Aft Spring
20.0,NE,3,128,180k,Berth 05,MC1,Aft Spring
20.0,NE,4,143,180k,Berth 05,MC1,Aft Spring
20.0,NE,5,161,180k,Berth 05,MC1,Aft Spring
20.0,NE,6,212,180k,Berth 05,MC1,Aft Spring
20.0,NE,7,196,180k,Berth 05,MC1,Aft Spring
9.0,E,8,82,180k,Berth 05,MC1,Aft Spring
9.0,E,9,108,180k,Berth 05,MC1,Aft Spring
9.0,E,10,159,180k,Berth 05,MC1,Aft Spring
30.0,N,,357,180k,Berth 05,MC1,Stern
30.0,NNE,,362,180k,Berth 05,MC1,Stern
30.0,NE,,334,180k,Berth 05,MC1,Stern
30.0,ENE,,204,180k,Berth 05,MC1,Stern
30.0,E,,126,180k,Berth 05,MC1,Stern
30.0,ESE,,108,180k,Berth 05,MC1,Stern
30.0,SE,,102,180k,Berth 05,MC1,Stern
30.0,SSE,,93,180k,Berth 05,MC1,Stern
30.0,S,,108,180k,Berth 05,MC1,Stern
30.0,SSW,,118,180k,Berth 05,MC1,Stern
30.0,SW,,121,180k,Berth 05,MC1,Stern
30.0,WSW,,126,180k,Berth 05,MC1,Stern
30.0,W,,143,180k,Berth 05,MC1,Stern
30.0,WNW,,152,180k,Berth 05,MC1,Stern
30.0,NW,,267,180k,Berth 05,MC1,Stern
30.0,NNW,,339,180k,Berth 05,MC1,Stern
20.0,N,,194,180k,Berth 05,MC1,Stern
20.0,NNE,,190,180k,Berth 05,MC1,Stern
20.0,NE,,196,180k,Berth 05,MC1,Stern
20.0,ENE,,162,180k,Berth 05,MC1,Stern
20.0,E,,126,180k,Berth 05,MC1,Stern
20.0,ESE,,122,180k,Berth 05,MC1,Stern
20.0,SE,,123,180k,Berth 05,MC1,Stern
20.0,SSE,,113,180k,Berth 05,MC1,Stern
20.0,S,,114,180k,Berth 05,MC1,Stern
20.0,SSW,,119,180k,Berth 05,MC1,Stern
20.0,SW,,123,180k,Berth 05,MC1,Stern
20.0,WSW,,115,180k,Berth 05,MC1,Stern
20.0,W,,133,180k,Berth 05,MC1,Stern
20.0,WNW,,119,180k,Berth 05,MC1,Stern
20.0,NW,,140,180k,Berth 05,MC1,Stern
20.0,NNW,,177,180k,Berth 05,MC1,Stern
20.0,NE,1,223,180k,Berth 05,MC1,Stern
20.0,NE,2,199,180k,Berth 05,MC1,Stern
20.0,NE,3,273,180k,Berth 05,MC1,Stern
20.0,NE,4,394,180k,Berth 05,MC1,Stern
20.0,NE,5,235,180k,Berth 05,MC1,Stern
20.0,NE,6,326,180k,Berth 05,MC1,Stern
20.0,NE,7,433,180k,Berth 05,MC1,Stern
9.0,E,8,152,180k,Berth 05,MC1,Stern
9.0,E,9,216,180k,Berth 05,MC1,Stern
9.0,E,10,261,180k,Berth 05,MC1,Stern
30.0,N,,442,180k,Berth 05,MC2,Bow
30.0,NNE,,345,180k,Berth 05,MC2,Bow
30.0,NE,,261,180k,Berth 05,MC2,Bow
30.0,ENE,,128,180k,Berth 05,MC2,Bow
30.0,E,,102,180k,Berth 05,MC2,Bow
30.0,ESE,,98,180k,Berth 05,MC2,Bow
30.0,SE,,105,180k,Berth 05,MC2,Bow
30.0,SSE,,101,180k,Berth 05,MC2,Bow
30.0,S,,88,180k,Berth 05,MC2,Bow
30.0,SSW,,92,180k,Berth 05,MC2,Bow
30.0,SW,,95,180k,Berth 05,MC2,Bow
30.0,WSW,,111,180k,Berth 05,MC2,Bow
30.0,W,,150,180k,Berth 05,MC2,Bow
30.0,WNW,,215,180k,Berth 05,MC2,Bow
30.0,NW,,356,180k,Berth 05,MC2,Bow
30.0,NNW,,416,180k,Berth 05,MC2,Bow
20.0,N,,230,180k,Berth 05,MC2,Bow
20.0,NNE,,203,180k,Berth 05,MC2,Bow
20.0,NE,,151,180k,Berth 05,MC2,Bow
20.0,ENE,,109,180k,Berth 05,MC2,Bow
20.0,E,,116,180k,Berth 05,MC2,Bow
20.0,ESE,,124,180k,Berth 05,MC2,Bow
20.0,SE,,119,180k,Berth 05,MC2,Bow
20.0,SSE,,112,180k,Berth 05,MC2,Bow
20.0,S,,95,180k,Berth 05,MC2,Bow
20.0,SSW,,99,180k,Berth 05,MC2,Bow
20.0,SW,,105,180k,Berth 05,MC2,Bow
20.0,WSW,,107,180k,Berth 05,MC2,Bow
20.0,W,,123,180k,Berth 05,MC2,Bow
20.0,WNW,,179,180k,Berth 05,MC2,Bow
20.0,NW,,221,180k,Berth 05,MC2,Bow
20.0,NNW,,221,180k,Berth 05,MC2,Bow
20.0,NE,1,243,180k,Berth 05,MC2,Bow
20.0,NE,2,190,180k,Berth 05,MC2,Bow
20.0,NE,3,333,180k,Berth 05,MC2,Bow
20.0,NE,4,425,180k,Berth 05,MC2,Bow
20.0,NE,5,211,180k,Berth 05,MC2,Bow
20.0,NE,6,295,180k,Berth 05,MC2,Bow
20.0,NE,7,453,180k,Berth 05,MC2,Bow
9.0,E,8,169,180k,Berth 05,MC2,Bow
9.0,E,9,232,180k,Berth 05,MC2,Bow
9.0,E,10,264,180k,Berth 05,MC2,Bow
30.0,N,,145,180k,Berth 05,MC2,Fwd Spring
30.0,NNE,,152,180k,Berth 05,MC2,Fwd Spring
30.0,NE,,123,180k,Berth 05,MC2,Fwd Spring
30.0,ENE,,93,180k,Berth 05,MC2,Fwd Spring
30.0,E,,82,180k,Berth 05,MC2,Fwd Spring
30.0,ESE,,80,180k,Berth 05,MC2,Fwd Spring
30.0,SE,,72,180k,Berth 05,MC2,Fwd Spring
30.0,SSE,,66,180k,Berth 05,MC2,Fwd Spring
30.0,S,,54,180k,Berth 05,MC2,Fwd Spring
30.0,SSW,,49,180k,Berth 05,MC2,Fwd Spring
30.0,SW,,46,180k,Berth 05,MC2,Fwd Spring
30.0,WSW,,51,180k,Berth 05,MC2,Fwd Spring
30.0,W,,61,180k,Berth 05,MC2,Fwd Spring
30.0,WNW,,102,180k,Berth 05,MC2,Fwd Spring
30.0,NW,,147,180k,Berth 05,MC2,Fwd Spring
30.0,NNW,,176,180k,Berth 05,MC2,Fwd Spring
20.0,N,,110,180k,Berth 05,MC2,Fwd Spring
20.0,NNE,,104,180k,Berth 05,MC2,Fwd Spring
20.0,NE,,95,180k,Berth 05,MC2,Fwd Spring
20.0,ENE,,73,180k,Berth 05,MC2,Fwd Spring
20.0,E,,75,180k,Berth 05,MC2,Fwd Spring
20.0,ESE,,97,180k,Berth 05,MC2,Fwd Spring
20.0,SE,,80,180k,Berth 05,MC2,Fwd Spring
20.0,SSE,,68,180k,Berth 05,MC2,Fwd Spring
20.0,S,,55,180k,Berth 05,MC2,Fwd Spring
20.0,SSW,,56,180k,Berth 05,MC2,Fwd Spring
20.0,SW,,59,180k,Berth 05,MC2,Fwd Spring
20.0,WSW,,58,180k,Berth 05,MC2,Fwd Spring
20.0,W,,67,180k,Berth 05,MC2,Fwd Spring
20.0,WNW,,98,180k,Berth 05,MC2,Fwd Spring
20.0,NW,,120,180k,Berth 05,MC2,Fwd Spring
20.0,NNW,,119,180k,Berth 05,MC2,Fwd Spring
20.0,NE,1,141,180k,Berth 05,MC2,Fwd Spring
20.0,NE,2,107,180k,Berth 05,MC2,Fwd Spring
20.0,NE,3,130,180k,Berth 05,MC2,Fwd Spring
20.0,NE,4,155,180k,Berth 05,MC2,Fwd Spring
20.0,NE,5,117,180k,Berth 05,MC2,Fwd Spring
20.0,NE,6,144,180k,Berth 05,MC2,Fwd Spring
20.0,NE,7,185,180k,Berth 05,MC2,Fwd Spring
9.0,E,8,101,180k,Berth 05,MC2,Fwd Spring
9.0,E,9,144,180k,Berth 05,MC2,Fwd Spring
9.0,E,10,133,180k,Berth 05,MC2,Fwd Spring
30.0,N,,142,180k,Berth 05,MC2,Aft Spring
30.0,NNE,,202,180k,Berth 05,MC2,Aft Spring
30.0,NE,,185,180k,Berth 05,MC2,Aft Spring
30.0,ENE,,120,180k,Berth 05,MC2,Aft Spring
30.0,E,,61,180k,Berth 05,MC2,Aft Spring
30.0,ESE,,46,180k,Berth 05,MC2,Aft Spring
30.0,SE,,41,180k,Berth 05,MC2,Aft Spring
30.0,SSE,,43,180k,Berth 05,MC2,Aft Spring
30.0,S,,50,180k,Berth 05,MC2,Aft Spring
30.0,SSW,,54,180k,Berth 05,MC2,Aft Spring
30.0,SW,,61,180k,Berth 05,MC2,Aft Spring
30.0,WSW,,77,180k,Berth 05,MC2,Aft Spring
30.0,W,,89,180k,Berth 05,MC2,Aft Spring
30.0,WNW,,95,180k,Berth 05,MC2,Aft Spring
30.0,NW,,109,180k,Berth 05,MC2,Aft Spring
30.0,NNW,,137,180k,Berth 05,MC2,Aft Spring
20.0,N,,103,180k,Berth 05,MC2,Aft Spring
20.0,NNE,,116,180k,Berth 05,MC2,Aft Spring
20.0,NE,,108,180k,Berth 05,MC2,Aft Spring
20.0,ENE,,75,180k,Berth 05,MC2,Aft Spring
20.0,E,,66,180k,Berth 05,MC2,Aft Spring
20.0,ESE,,62,180k,Berth 05,MC2,Aft Spring
20.0,SE,,50,180k,Berth 05,MC2,Aft Spring
20.0,SSE,,51,180k,Berth 05,MC2,Aft Spring
20.0,S,,59,180k,Berth 05,MC2,Aft Spring
20.0,SSW,,60,180k,Berth 05,MC2,Aft Spring
20.0,SW,,69,180k,Berth 05,MC2,Aft Spring
20.0,WSW,,70,180k,Berth 05,MC2,Aft Spring
20.0,W,,80,180k,Berth 05,MC2,Aft Spring
20.0,WNW,,81,180k,Berth 05,MC2,Aft Spring
20.0,NW,,90,180k,Berth 05,MC2,Aft Spring
20.0,NNW,,108,180k,Berth 05,MC2,Aft Spring
20.0,NE,1,168,180k,Berth 05,MC2,Aft Spring
20.0,NE,2,118,180k,Berth 05,MC2,Aft Spring
20.0,NE,3,127,180k,Berth 05,MC2,Aft Spring
20.0,NE,4,147,180k,Berth 05,MC2,Aft Spring
20.0,NE,5,137,180k,Berth 05,MC2,Aft Spring
20.0,NE,6,151,180k,Berth 05,MC2,Aft Spring
20.0,NE,7,163,180k,Berth 05,MC2,Aft Spring
9.0,E,8,86,180k,Berth 05,MC2,Aft Spring
9.0,E,9,115,180k,Berth 05,MC2,Aft Spring
9.0,E,10,141,180k,Berth 05,MC2,Aft Spring
30.0,N,,353,180k,Berth 05,MC2,Stern
30.0,NNE,,394,180k,Berth 05,MC2,Stern
30.0,NE,,357,180k,Berth 05,MC2,Stern
30.0,ENE,,208,180k,Berth 05,MC2,Stern
30.0,E,,139,180k,Berth 05,MC2,Stern
30.0,ESE,,111,180k,Berth 05,MC2,Stern
30.0,SE,,93,180k,Berth 05,MC2,Stern
30.0,SSE,,96,180k,Berth 05,MC2,Stern
30.0,S,,90,180k,Berth 05,MC2,Stern
30.0,SSW,,98,180k,Berth 05,MC2,Stern
30.0,SW,,103,180k,Berth 05,MC2,Stern
30.0,WSW,,121,180k,Berth 05,MC2,Stern
30.0,W,,118,180k,Berth 05,MC2,Stern
30.0,WNW,,145,180k,Berth 05,MC2,Stern
30.0,NW,,256,180k,Berth 05,MC2,Stern
30.0,NNW,,322,180k,Berth 05,MC2,Stern
20.0,N,,203,180k,Berth 05,MC2,Stern
20.0,NNE,,207,180k,Berth 05,MC2,Stern
20.0,NE,,187,180k,Berth 05,MC2,Stern
20.0,ENE,,122,180k,Berth 05,MC2,Stern
20.0,E,,119,180k,Berth 05,MC2,Stern
20.0,ESE,,116,180k,Berth 05,MC2,Stern
20.0,SE,,108,180k,Berth 05,MC2,Stern
20.0,SSE,,106,180k,Berth 05,MC2,Stern
20.0,S,,116,180k,Berth 05,MC2,Stern
20.0,SSW,,113,180k,Berth 05,MC2,Stern
20.0,SW,,110,180k,Berth 05,MC2,Stern
20.0,WSW,,139,180k,Berth 05,MC2,Stern
20.0,W,,130,180k,Berth 05,MC2,Stern
20.0,WNW,,115,180k,Berth 05,MC2,Stern
20.0,NW,,153,180k,Berth 05,MC2,Stern
20.0,NNW,,176,180k,Berth 05,MC2,Stern
20.0,NE,1,240,180k,Berth 05,MC2,Stern
20.0,NE,2,195,180k,Berth 05,MC2,Stern
20.0,NE,3,310,180k,Berth 05,MC2,Stern
20.0,NE,4,384,180k,Berth 05,MC2,Stern
20.0,NE,5,233,180k,Berth 05,MC2,Stern
20.0,NE,6,290,180k,Berth 05,MC2,Stern
20.0,NE,7,437,180k,Berth 05,MC2,Stern
9.0,E,8,152,180k,Berth 05,MC2,Stern
9.0,E,9,246,180k,Berth 05,MC2,Stern
9.0,E,10,327,180k,Berth 05,MC2,Stern
30.0,N,,96,210k,Berth 02,MC1,Bow
30.0,NNE,,99,210k,Berth 02,MC1,Bow
30.0,NE,,108,210k,Berth 02,MC1,Bow
30.0,ENE,,96,210k,Berth 02,MC1,Bow
30.0,E,,94,210k,Berth 02,MC1,Bow
30.0,ESE,,140,210k,Berth 02,MC1,Bow
30.0,SE,,229,210k,Berth 02,MC1,Bow
30.0,SSE,,275,210k,Berth 02,MC1,Bow
30.0,S,,272,210k,Berth 02,MC1,Bow
30.0,SSW,,257,210k,Berth 02,MC1,Bow
30.0,SW,,236,210k,Berth 02,MC1,Bow
30.0,WSW,,146,210k,Berth 02,MC1,Bow
30.0,W,,118,210k,Berth 02,MC1,Bow
30.0,WNW,,104,210k,Berth 02,MC1,Bow
30.0,NW,,88,210k,Berth 02,MC1,Bow
30.0,NNW,,91,210k,Berth 02,MC1,Bow
20.0,N,,105,210k,Berth 02,MC1,Bow
20.0,NNE,,111,210k,Berth 02,MC1,Bow
20.0,NE,,115,210k,Berth 02,MC1,Bow
20.0,ENE,,104,210k,Berth 02,MC1,Bow
20.0,E,,91,210k,Berth 02,MC1,Bow
20.0,ESE,,110,210k,Berth 02,MC1,Bow
20.0,SE,,127,210k,Berth 02,MC1,Bow
20.0,SSE,,145,210k,Berth 02,MC1,Bow
20.0,S,,139,210k,Berth 02,MC1,Bow
20.0,SSW,,141,210k,Berth 02,MC1,Bow
20.0,SW,,123,210k,Berth 02,MC1,Bow
20.0,WSW,,104,210k,Berth 02,MC1,Bow
20.0,W,,113,210k,Berth 02,MC1,Bow
20.0,WNW,,104,210k,Berth 02,MC1,Bow
20.0,NW,,102,210k,Berth 02,MC1,Bow
20.0,NNW,,107,210k,Berth 02,MC1,Bow
20.0,NE,1,166,210k,Berth 02,MC1,Bow
20.0,NE,2,88,210k,Berth 02,MC1,Bow
20.0,NE,3,98,210k,Berth 02,MC1,Bow
20.0,NE,4,115,210k,Berth 02,MC1,Bow
20.0,NE,5,126,210k,Berth 02,MC1,Bow
20.0,NE,6,162,210k,Berth 02,MC1,Bow
20.0,NE,7,185,210k,Berth 02,MC1,Bow
9.0,E,8,127,210k,Berth 02,MC1,Bow
9.0,E,9,161,210k,Berth 02,MC1,Bow
9.0,E,10,184,210k,Berth 02,MC1,Bow
30.0,N,,59,210k,Berth 02,MC1,Fwd Spring
30.0,NNE,,76,210k,Berth 02,MC1,Fwd Spring
30.0,NE,,93,210k,Berth 02,MC1,Fwd Spring
30.0,ENE,,105,210k,Berth 02,MC1,Fwd Spring
30.0,E,,87,210k,Berth 02,MC1,Fwd Spring
30.0,ESE,,92,210k,Berth 02,MC1,Fwd Spring
30.0,SE,,93,210k,Berth 02,MC1,Fwd Spring
30.0,SSE,,109,210k,Berth 02,MC1,Fwd Spring
30.0,S,,143,210k,Berth 02,MC1,Fwd Spring
30.0,SSW,,116,210k,Berth 02,MC1,Fwd Spring
30.0,SW,,126,210k,Berth 02,MC1,Fwd Spring
30.0,WSW,,69,210k,Berth 02,MC1,Fwd Spring
30.0,W,,58,210k,Berth 02,MC1,Fwd Spring
30.0,WNW,,47,210k,Berth 02,MC1,Fwd Spring
30.0,NW,,49,210k,Berth 02,MC1,Fwd Spring
30.0,NNW,,55,210k,Berth 02,MC1,Fwd Spring
20.0,N,,72,210k,Berth 02,MC1,Fwd Spring
20.0,NNE,,83,210k,Berth 02,MC1,Fwd Spring
20.0,NE,,82,210k,Berth 02,MC1,Fwd Spring
20.0,ENE,,84,210k,Berth 02,MC1,Fwd Spring
20.0,E,,81,210k,Berth 02,MC1,Fwd Spring
20.0,ESE,,80,210k,Berth 02,MC1,Fwd Spring
20.0,SE,,83,210k,Berth 02,MC1,Fwd Spring
20.0,SSE,,72,210k,Berth 02,MC1,Fwd Spring
20.0,S,,82,210k,Berth 02,MC1,Fwd Spring
20.0,SSW,,100,210k,Berth 02,MC1,Fwd Spring
20.0,SW,,86,210k,Berth 02,MC1,Fwd Spring
20.0,WSW,,72,210k,Berth 02,MC1,Fwd Spring
20.0,W,,74,210k,Berth 02,MC1,Fwd Spring
20.0,WNW,,63,210k,Berth 02,MC1,Fwd Spring
20.0,NW,,63,210k,Berth 02,MC1,Fwd Spring
20.0,NNW,,67,210k,Berth 02,MC1,Fwd Spring
20.0,NE,1,135,210k,Berth 02,MC1,Fwd Spring
20.0,NE,2,73,210k,Berth 02,MC1,Fwd Spring
20.0,NE,3,81,210k,Berth 02,MC1,Fwd Spring
20.0,NE,4,95,210k,Berth 02,MC1,Fwd Spring
20.0,NE,5,105,210k,Berth 02,MC1,Fwd Spring
20.0,NE,6,133,210k,Berth 02,MC1,Fwd Spring
20.0,NE,7,166,210k,Berth 02,MC1,Fwd Spring
9.0,E,8,105,210k,Berth 02,MC1,Fwd Spring
9.0,E,9,133,210k,Berth 02,MC1,Fwd Spring
9.0,E,10,167,210k,Berth 02,MC1,Fwd Spring
30.0,N,,47,210k,Berth 02,MC1,Aft Spring
30.0,NNE,,46,210k,Berth 02,MC1,Aft Spring
30.0,NE,,44,210k,Berth 02,MC1,Aft Spring
30.0,ENE,,42,210k,Berth 02,MC1,Aft Spring
30.0,E,,60,210k,Berth 02,MC1,Aft Spring
30.0,ESE,,140,210k,Berth 02,MC1,Aft Spring
30.0,SE,,203,210k,Berth 02,MC1,Aft Spring
30.0,SSE,,207,210k,Berth 02,MC1,Aft Spring
30.0,S,,183,210k,Berth 02,MC1,Aft Spring
